kode,nama_tender,instansi,status_tender,hps,5,6,7,8,9,10,11,12,13,kategori,pagu,hps_detail,nama_pemenang,alamat_pemenang,npwp_pemenang,penawaran_pemenang,preprocessing
3841119,Pengadaan Jasa Konsultan Tenaga Ahli Muda Monitoring dan Evaluasi untuk Kegiatan Sekretariat Pengelola Hibah Millenium Challenge Corporation (MCC) TA. 2017,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"168,9 Jt",Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,7,"Rp 168.900.000,00","Rp 168.900.000,00",Sulaiman Abdul Rahman,"Komp BKP Blok III A No.9, Margatani  - Serang (Kab.) - Banten",45.300.648.8-401.000,"Rp 168.900.000,00",pengadaan jasa konsultan tenaga ahli muda monitoring evaluasi kegiatan sekretariat pengelola hibah millenium challenge corporation mcc ta 2017
3840119,Pengadaan dan Pemasangan Lift Gedung PAUI Depok <span class='label label-warning'>Tender Ulang</span>,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"2,9 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,12,,,,,,,pengadaan pemasangan lift gedung paui depok span class='label label-warning tender ulang /span
3839119,Pengadaan Jasa Konsultan Tenaga Ahli Muda Manajemen Proyek Kegiatan Sekretariat Pengelola Hibah Millenium Challenge Corporation (MCC) TA. 2017,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"168,9 Jt",Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,7,"Rp 181.920.000,00","Rp 168.900.000,00",Vero Ardianto Anggoro Wibowo,"Dsn Rahayu Lereng Kuning RT. 001 RW. 001 Kel. Rengel, Kec. Rengel  - Tuban (Kab.) - Jawa Timur",59.952.682.9-648.000,"Rp 168.000.000,00",pengadaan jasa konsultan tenaga ahli muda manajemen proyek kegiatan sekretariat pengelola hibah millenium challenge corporation mcc ta 2017
3838119,Pengadaan Barang Meubelair Laboratorium Program Pendidikan Vokasi UI,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"365,6 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,12,"Rp 365.564.075,00","Rp 365.564.074,70",CV. SEMBILAN BENUA,Jln. Ence Sumantadiredja No. 23 Rt 001/Rw 007 Pamoyanan Bogor  - Bogor (Kota) - Jawa Barat,02.443.219.7-404.000,"Rp 297.297.000,00",pengadaan barang meubelair laboratorium program pendidikan vokasi ui
3833119,Pengadaan Jasa Konsultan Tenaga Ahli Muda Data Analis Untuk Kegiatan Sekretariat Pengelola Hibah MCC TA. 2017,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"127,9 Jt",Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,7,"Rp 127.920.000,00","Rp 127.920.000,00",Choirul Amri ( Konsultan Perorangan ),"JL. Mutiara No.17 RT.009 RW.003 Kelurahan Sumur Batu, Kecamatan Kemayoran  - Jakarta Pusat (Kota) - DKI Jakarta",69.770.870.9-027.000,"Rp 127.920.000,00",pengadaan jasa konsultan tenaga ahli muda data analis kegiatan sekretariat pengelola hibah mcc ta 2017
3830119,"Tenaga Ahli Energy Window Coordinator pada Sekretariat Indonesia Climate Change Trust Fund/ICCTF
Tahun Anggaran 2017",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,180 Jt,Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,3,"Rp 180.000.000,00","Rp 180.000.000,00",Jakfar Hary Putra,LK.II No.19/20 Sukadana Kec. Kayuagung  - Ogan Komering Ilir (Kab.) - Sumatera Selatan,78.557.746.1-312.000,"Rp 180.000.000,00",tenaga ahli energy window coordinator sekretariat indonesia climate change trust fund/icctf tahun anggaran 2017
3828119,"Tenaga Ahli Resilience and Adaptation Window Coordinator pada Sekretariat Indonesia Climate Change Trust Fund/ICCTF
Tahun Anggaran 2017",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,180 Jt,Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,21,"Rp 180.000.000,00","Rp 180.000.000,00",Muhammad Varih Sovy,"Jl Mugeni 1 No 13, an. Hj Mamat, Pisangan Lama, Pulogadung, Jakarta Timur  - Jakarta Timur (Kota) - DKI Jakarta",54.806.641.4-653.000,"Rp 180.000.000,00",tenaga ahli resilience and adaptation window coordinator sekretariat indonesia climate change trust fund/icctf tahun anggaran 2017
3825119,Tenaga Ahli Program Director pada Sekretariat Indonesia Climate Change Trust Fund/ICCTF Tahun Anggaran 2017,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,456 Jt,Pascakualifikasi Satu File,Seleksi Umum,Kualitas,Jasa Konsultansi Perorangan - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,3,"Rp 456.000.000,00","Rp 456.000.000,00",Georgius Joseph Viandrito,"Perumahan Darmaga Pratama Blok Q8/14, Kel. Cibadak, Kec. Ciampea  - Bogor (Kab.) - Jawa Barat",09.264.135.6-407.000,"Rp 456.000.000,00",tenaga ahli program director sekretariat indonesia climate change trust fund/icctf tahun anggaran 2017
3824119,Tenaga Ahli Finance Coordinator pada Sekretariat Indonesia Climate Change Trust Fund/ICCTF TA. 2017,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,180 Jt,Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,3,"Rp 180.000.000,00","Rp 180.000.000,00",Anggri Heravanthi,"Jl. Rusa Raya Blok F-83 Cikarang Baru, RT. 001/RW. 009, Kel. Sertajaya, Kec. Cikarang Timur  - Bekasi (Kab.) - Jawa Barat",36.369.139.5-414.000,"Rp 180.000.000,00",tenaga ahli finance coordinator sekretariat indonesia climate change trust fund/icctf ta 2017
3823119,Tenaga Ahli IT Manager pada Sekretariat Indonesia Climate Change Trust Fund/ICCTF TA. 2017,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,264 Jt,Pascakualifikasi Satu File,Seleksi Umum,Kualitas,Jasa Konsultansi Perorangan - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,3,"Rp 264.000.000,00","Rp 264.000.000,00",Sapto Kushardi,"Jl. Herbras No 12 B, Sektor 1-7, blok i-3. Griya Loka. BSD City. Serpong. Tang-Sel  - Tangerang Selatan (Kota) - Banten",57.479.816.1-411.000,"Rp 264.000.000,00",tenaga ahli it manager sekretariat indonesia climate change trust fund/icctf ta 2017
3822119,Tenaga Ahli Operation Director pada Sekretariat Indonesia Climate Change Trust Fund/ICCTF TA. 2017,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,456 Jt,Pascakualifikasi Satu File,Seleksi Umum,Kualitas,Jasa Konsultansi Perorangan - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,3,"Rp 456.000.000,00","Rp 456.000.000,00",DERRY WANTA,Komp. De'Minimalist Townhouse No. B18 RT04/02 Jln Pramuka Raya Sepanjang Jaya Rawa Lumbu Bekasi Timur  - Bekasi (Kota) - Jawa Barat,48.787.831.6-008.000,"Rp 429.600.000,00",tenaga ahli operation director sekretariat indonesia climate change trust fund/icctf ta 2017
3821119,Pemberian Bantuan Sarana Prasarana PRAP 135 Puskesmas di 20 kab/kota,Kementerian Pemberdayaan Perempuan Dan Perlindungan Anak,Tender Sudah Selesai,"806,4 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,17,"Rp 810.000.000,00","Rp 806.382.500,00",PT. INDAH ANUGRAH ABADI,"Jl. Cilangkap Setu No. 5 RT. 006 RW. 004, Cipayung  - Jakarta Timur (Kota) - DKI Jakarta",02.748.603.4-009.000,"Rp 775.940.000,00",pemberian bantuan sarana prasarana prap 135 puskesmas 20 kab/kota
3818119,Belanja Modal Peralatan dan Mesin -  Pengadaan Peralatan Studio Visual,Pemerintah Daerah Kota Bandung,Tender Sudah Selesai,"2,4 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,18,"Rp 2.500.000.000,00","Rp 2.355.903.000,00",PT. CITRA ROMA ULI,"JL. RAYA CEGER NO. 27 A RT. 004 RT. 002 CEGER, CIPAYUNG, JAKARTA TIMUR  - Jakarta Timur (Kota) - DKI Jakarta",02.293.301.4-009.000,"Rp 1.706.100.000,00",belanja modal peralatan mesin pengadaan peralatan studio visual
3817119,Pendukungan Kegiatan Printed media dalam rangka Publikasi Produk dan Jasa Kreatif Nasional,Badan Ekonomi Kreatif,Tender Sudah Selesai,4 M,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,13,"Rp 4.000.000.000,00","Rp 3.993.343.200,00",PT. MEDIATE INDONESIA,"Gd.High End Lt.5, Jl.Kebon Sirih No-17-19,Kebon Sirih, Menteng,Jakarta Pusat  - Jakarta Pusat (Kota) - DKI Jakarta",02.185.038.3-062.000,"Rp 3.684.997.800,00",pendukungan kegiatan printed media rangka publikasi produk jasa kreatif nasional
3814119,Peralatan TIK - Yogyakarta,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"582,9 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,"Rp 507.136.630,00",0.0,0.0,0,1,"Rp 583.000.000,00","Rp 582.908.924,00",CV. Harrisma Computer,Jl. C. Simanjuntak 37 Yogyakarta  - Yogyakarta (Kota) - DI Yogyakarta,02.961.108.4-541.000,"Rp 507.136.630,00",peralatan tik yogyakarta
3813119,"Pemberian Bantuan Sarana Prasarana Ruang ASI di Pelabuhan, Terminal Bus, dan Pasar Tradisional 10 kab/kota",Kementerian Pemberdayaan Perempuan Dan Perlindungan Anak,Tender Sudah Selesai,"328,3 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,1,"Rp 330.000.000,00","Rp 328.295.000,00",PT. INDAH ANUGRAH ABADI,"Jl. Cilangkap Setu No. 5 RT. 006 RW. 004, Cipayung  - Jakarta Timur (Kota) - DKI Jakarta",02.748.603.4-009.000,"Rp 328.290.050,00",pemberian bantuan sarana prasarana ruang asi pelabuhan terminal bus pasar tradisional 10 kab/kota
3812119,Jasa Konsultansi Badan Usaha Pengembangan Aplikasi SPSE - LKPP TA. 2017,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"1,2 M",Prakualifikasi Satu File,Seleksi Umum,Pagu Anggaran,Jasa Konsultansi Badan Usaha - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,7,"Rp 1.224.000.000,00","Rp 1.224.000.000,00",PT. Javan Cipta Solusi,"Jl. PHH. Mustopa no. 39 Surapati Core Blok K-3, Kel. Pasirlayung, Kec. Cibeunying Kidul, Bandung  - Bandung (Kota) - Jawa Barat",31.468.687.4-423.000,"Rp 1.205.160.000,00",jasa konsultansi badan usaha pengembangan aplikasi spse lkpp ta 2017
3811119,Peralatan TIK - Banten dan DKI,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"845,1 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,0,,,,,,,peralatan tik banten dki
3810119,Pengadaan Jasa Konsultansi Badan Usaha Pengembangan Aplikasi Pendukung SPSE,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"1,2 M",Prakualifikasi Satu File,Seleksi Umum,Pagu Anggaran,Jasa Konsultansi Badan Usaha - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,7,"Rp 1.224.000.000,00","Rp 1.224.000.000,00",PT. Javan Cipta Solusi,"Jl. PHH. Mustopa no. 39 Surapati Core Blok K-3, Kel. Pasirlayung, Kec. Cibeunying Kidul, Bandung  - Bandung (Kota) - Jawa Barat",31.468.687.4-423.000,"Rp 1.065.042.000,00",pengadaan jasa konsultansi badan usaha pengembangan aplikasi pendukung spse
3809119,"Pengecatan Marka dan Pembuatan Pedestrian Penyebrangan Jalan Area Median Jalan UI, Kampus UI Depok","Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"1,2 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,12,"Rp 1.280.000.000,00","Rp 1.237.537.501,53",PT. TRIHARJA JASA UTAMA,JL. RAYA PAJAJARAN RT 005/003 KEL. BAMBU APUS KEC. PAMULANG  - Tangerang Selatan (Kota) - Banten,02.155.664.2-411.000,"Rp 810.945.383,60",pengecatan marka pembuatan pedestrian penyebrangan jalan area median jalan ui kampus ui depok
3808119,Pengadaan Buku Cetak untuk Koleksi Perpustakaan UI TA 2016,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"2,4 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,6,"Rp 2.970.000.000,00","Rp 2.419.083.430,00",CV. BLAMBANGAN,Jl Prapen Indah Blok F/11-12 Surabaya  - Surabaya (Kota) - Jawa Timur,02.454.499.1-615.000,"Rp 2.409.794.000,00",pengadaan buku cetak koleksi perpustakaan ui ta 2016
3807119,Pekerjaan Konstruksi Hardscape dan Landscape Gedung Art and Culture UI TA 2016-2017,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"1,2 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,16,"Rp 1.232.600.000,00","Rp 1.198.223.944,99",PT. PUTRA PINBOS MANDIRI,Jl. Raya Centex No. 2 RT. 014/010 Kel. Ciracas Kec. Ciracas Jakarta Timur  - Jakarta Timur (Kota) - DKI Jakarta,03.189.958.6-009.000,"Rp 934.081.934,50",pekerjaan konstruksi hardscape landscape gedung art and culture ui ta 2016-2017
3806119,Sound System untuk Ruang Rapat <span class='label label-warning'>Tender Ulang</span>,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,"817,3 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,10,"Rp 817.437.000,00","Rp 817.262.336,00",PT. TRIMEGA INDO ABYUDAYA,Jl. Kencana Puri II No. 1 Komp. Margawangi Estate RT. 006 RW 013 Cijaura Buahbatu  - Bandung (Kota) - Jawa Barat,74.745.067.4-424.000,"Rp 694.232.000,00",sound system ruang rapat span class='label label-warning tender ulang /span
3805119,Pengadaan Genset Gedung FIK UI,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"1,4 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,12,"Rp 1.375.000.000,00","Rp 1.353.000.000,00",PT. HMI,"Jl. Pondok Kopi Raya Blok A. ruko Malaka Country Estate No.16 Rt.009 Rw.010 Pondok Kopi, Duren Sawit, Jakarta Timur.  - Jakarta Timur (Kota) - DKI Jakarta",73.165.213.7-008.000,"Rp 1.259.500.000,00",pengadaan genset gedung fik ui
3804119,Pengadaan Alat-alat Laboratorium Keperawatan,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"3,5 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,1,,,,,,,pengadaan alat-alat laboratorium keperawatan
3801119,Pengadaan Peralatan Pembelajaran dan Perkantoran (Meubelair) Paket 5,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,281 Jt,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,3,"Rp 281.100.000,00","Rp 281.000.060,00",CV. PASUNDAN MITRA UTAMA,"KP. LELES DESA, DS. KURNIABAKTI, KEC. CIAWI  - Tasikmalaya (Kab.) - Jawa Barat",71.518.814.0-425.000,"Rp 255.937.000,00",pengadaan peralatan pembelajaran perkantoran meubelair paket 5
3799119,Pengadaan Peralatan Pembelajaran dan Perkantoran (Paket 2),"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,250 Jt,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,3,"Rp 250.030.000,00","Rp 250.030.000,00",CV. PASUNDAN MITRA UTAMA,"KP. LELES DESA, DS. KURNIABAKTI, KEC. CIAWI  - Tasikmalaya (Kab.) - Jawa Barat",71.518.814.0-425.000,"Rp 248.039.000,00",pengadaan peralatan pembelajaran perkantoran paket 2
3796119,Pengadaan Perangkat Pengolah Data dan Komunikasi Bagian Humas,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,251 Jt,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,8,"Rp 322.000.000,00","Rp 250.999.999,80",PT. TRIMEGA INDO ABYUDAYA,Jl. Kencana Puri II No. 1 Komp. Margawangi Estate RT. 006 RW 013 Cijaura Buahbatu  - Bandung (Kota) - Jawa Barat,74.745.067.4-424.000,"Rp 249.920.000,00",pengadaan perangkat pengolah data komunikasi bagian humas
3795119,Pengadaan Teknologi Layanan Mandiri Berbasis Elektronik,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"294,5 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,16,"Rp 565.787.200,00","Rp 294.504.650,00",CV. SATRIA RUMPUN HIJAU,Jalan Kapten Abdul Haq Gang Masjid No. 19 A Bandar Lampung  - Bandar Lampung (Kota) - Lampung,02.232.690.4-323.000,"Rp 293.700.000,00",pengadaan teknologi layanan mandiri berbasis elektronik
3793119,Pengadaan Jasa Lainnya Sewa Mesin Fotokopi Digital Kementerian Koordinator Bidang Perekonomian Tahun Anggaran 2017,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,980 Jt,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,18,"Rp 1.200.000.000,00","Rp 979.968.000,00",PT. DELTA SINKRON LESTARI,Jl. Daan Mogot 48 Komp. Indoruko Wijaya Kusuma No. 6 i  - Jakarta Barat (Kota) - DKI Jakarta,01.368.268.7-036.000,"Rp 788.304.000,00",pengadaan jasa lainnya sewa mesin fotokopi digital kementerian koordinator bidang perekonomian tahun anggaran 2017
3791119,Pemeliharaan Perangkat Keamanan Jaringan Kementerian PPN/Bappenas Tahun 2017,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,561 Jt,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,19,"Rp 561.000.000,00","Rp 561.000.000,00",PT. Firmusindo Infotama,"Gd. Thamrin City Lt. 3A Blok A11 no. 05, Tanah Abang  - Jakarta Pusat (Kota) - DKI Jakarta",03.084.349.4-072.000,"Rp 555.654.870,00",pemeliharaan perangkat keamanan jaringan kementerian ppn/bappenas tahun 2017
3790119,Server BCM (Back End) - SSA-Names (percore),Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,"6,6 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,12,"Rp 6.750.000.000,00","Rp 6.597.725.706,00",PT. LINKADATA CITRA MANDIRI,"Jl. Ciputat Raya No. 16, Pondok Pinang, Kebayoran Lama Jakarta  - Jakarta Selatan (Kota) - DKI Jakarta",02.184.468.3-013.000,"Rp 6.600.000.000,00",server bcm back end ssa-names percore
3788119,Pengadaan dan Pemasangan AC VRF Gedung PAUI,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"6,8 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,12,"Rp 6.792.819.794,00","Rp 6.792.819.793,90",PT.TRIAJI MANDIRI TEKNIKA,JL.KINCAN RAYA NO22 JATIBENING BARU  - Bekasi (Kota) - Jawa Barat,74.365.684.5-447.000,"Rp 6.256.419.400,00",pengadaan pemasangan ac vrf gedung paui
3784119,Pengadaan Jasa Modifikasi Motor Perlindungan (Torlin),Kementerian Pemberdayaan Perempuan Dan Perlindungan Anak,Tender Sudah Selesai,1 M,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,10,"Rp 1.010.000.000,00","Rp 1.009.676.800,00",PT ADHI KREASI PRATAMA KOMUNIKASI,"Gedung Graha Mustika Ratu, lantai 7, suite 717, Jl. Gatot Subroto Kav. 74-75, Jakarta - Indonesia  - Jakarta Selatan (Kota) - DKI Jakarta",03.064.830.7-015.000,"Rp 697.708.000,00",pengadaan jasa modifikasi motor perlindungan torlin
3781119,Pembuatan Selasar Belakang Rumah Dinas Dirjen,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,"423,4 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,0,"Rp 900.000.000,00","Rp 423.421.524,54",PT. MENAK PIRMA PERSADA,"Ruko Harapan Indah Blok FB No. 86 - 88, Kota Harapan Indah, Bekasi Barat.  - Bekasi (Kota) - Jawa Barat",21.016.685.6-407.000,"Rp 376.297.199,85",pembuatan selasar belakang rumah dinas dirjen
3779119,Sewa Communication Center (Call Center) LPSE/Penyedia yang terkualifikasi/Direktorat Pengembangan Sistem Pengadaan Secara Elektronik,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"1,8 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya - TA 2017,2,Nilai Kontrak belum dibuat,0.0,0.0,0,9,"Rp 1.850.000.000,00","Rp 1.794.056.000,00","PT. Telekomunikasi Indonesia, Tbk.","Menara Multimedia, Jl. Kebon Sirih No.12  - Jakarta Pusat (Kota) - DKI Jakarta",01.000.013.1-093.000,"Rp 1.780.290.600,00",sewa communication center call center lpse/penyedia terkualifikasi/direktorat pengembangan sistem pengadaan elektronik
3778119,Pengadaan Jasa Konsultansi Badan Usaha Kantor Akuntan Publik (KAP) untuk Komite Percepatan Penyediaan Infrastruktur Prioritas  (KPPIP) Tahun Anggaran 2017,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"174,9 Jt",Pascakualifikasi Satu File,Seleksi Sederhana,Pagu Anggaran,Jasa Konsultansi Badan Usaha - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,14,"Rp 220.000.000,00","Rp 174.867.000,00",KAP USMAN & REKAN,"Jl. Panjang No. 1 Rt 016 Rw 009 Cipulir, Kebayoran Lama  - Jakarta Selatan (Kota) - DKI Jakarta",01.593.201.5-013.000,,pengadaan jasa konsultansi badan usaha kantor akuntan publik kap komite percepatan penyediaan infrastruktur prioritas kppip tahun anggaran 2017
3777119,Belanja modal peralatan dan mesin-pengadaan meubelair,Pemerintah Daerah Kota Bandung,Tender Sudah Selesai,2 M,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,18,"Rp 2.021.183.000,00","Rp 2.006.510.000,00",CV. CAHAYA ABADI,JL. SILIWANGI RT.11/03 DESA CIBATU KECAMATAN CISAAT  - Sukabumi (Kab.) - Jawa Barat,21.020.156.2-405.000,"Rp 1.946.314.700,00",belanja modal peralatan mesin-pengadaan meubelair
3776119,Belanja Modal Peralatan dan Mesin-Pengadaan Peralatan Studio Video dan Film,Pemerintah Daerah Kota Bandung,Tender Sudah Selesai,"1,9 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,18,,,,,,,belanja modal peralatan mesin-pengadaan peralatan studio video film
3775119,Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Communication Specialist  Sekretariat EITI Tahun Anggaran 2017,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,198 Jt,Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan - TA 2017,1,Nilai Kontrak belum dibuat,0.0,0.0,0,0,"Rp 198.000.000,00","Rp 198.000.000,00",Doni Erlangga,"Komplek Trevista Blok D1/4, Jl Cipunagara 99, Cipayung, Ciputat  - Tangerang Selatan (Kota) - Banten",47.065.647.1-524.000,"Rp 198.000.000,00",pengadaan jasa konsultansi perorangan tenaga ahli communication specialist sekretariat eiti tahun anggaran 2017
3774119,Pengadaan Renovasi Eksterior Gedung PAU Depok,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"1,5 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi - TA 2016,2,Nilai Kontrak belum dibuat,0.0,0.0,0,18,"Rp 2.000.000.000,00","Rp 1.505.642.685,26",PT. ANGGI GIAN PUTRA,"Jl. Asem Baris Raya No. 52 Blok II Lt. 3/10 Komplek Perkantoran Selmis, Kebon Baru-Tebet Jakarta Selatan  - Jakarta Selatan (Kota) - DKI Jakarta",01.810.468.7-015.000,"Rp 967.528.246,19",pengadaan renovasi eksterior gedung pau depok
