,kode,nama_tender,instansi,status_tender,hps,metode pascakualifikasi,metode pemilihan,metode evaluasi,kategori,9,10,11,12,13,kategori.1,pagu,hps_detail,nama_pemenang,alamat_pemenang,npwp_pemenang,penawaran_pemenang,preprocessing,hps_number,penawaran_pemenang_number,rekomendasi_harga_penawaran
2088,2556119,Tenaga Ahli Muda Data Analis Untuk Kegiatan  Sekretariat Pengelola  Hibah Millenium Challenge Corporation (MCC) TA 2016,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"145,2 Jt",Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Konsultansi Perorangan,"Rp 145.200.000,00","Rp 145.200.000,00",rully puji agung,Kp. Rancabali Kulon RT. 001/ RW.008 KEL. BOJONG HERANG KEC. CIANJUR  - Cianjur (Kab.) - Jawa Barat,45.564.816.2-406.000,0,tenaga ahli muda data analis kegiatan sekretariat pengelola hibah millenium challenge corporation mcc ta 2016,145200000.0,0.0,131758498.20936084
2089,2555119,Tenaga Ahli Muda Kelembagaan Untuk Kegiatan  Sekretariat Pengelola  Hibah Millenium Challenge Corporation (MCC) TA 2016,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"145,2 Jt",Pascakualifikasi Satu File,Seleksi Sederhana,Kualitas,Jasa Konsultansi Perorangan,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Konsultansi Perorangan,"Rp 145.200.000,00","Rp 145.200.000,00",Tema Wanda Tamtama,Jl.Oskar No. 2 Taman Cimanggu Raya  - Bogor (Kota) - Jawa Barat,77.014.152.1-404.000,0,tenaga ahli muda kelembagaan kegiatan sekretariat pengelola hibah millenium challenge corporation mcc ta 2016,145200000.0,0.0,131758498.20936084
2090,2554119,Tenaga Ahli Data Analis Untuk Kegiatan  Sekretariat Pengelola  Hibah Millenium Challenge Corporation (MCC) TA 2016,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"290,4 Jt",Pascakualifikasi Satu File,Seleksi Umum,Kualitas,Jasa Konsultansi Perorangan,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Konsultansi Perorangan,"Rp 290.400.000,00","Rp 290.400.000,00",Sani Prawirakoesoema,Jalan Kerinci IX No 8 RT 7 RW 2 Kebayoran Baru  - Jakarta Selatan (Kota) - DKI Jakarta,69.770.863.4-064.000,0,tenaga ahli data analis kegiatan sekretariat pengelola hibah millenium challenge corporation mcc ta 2016,290400000.0,0.0,263516996.41872168
2091,2553119,Tenaga Ahli Ekonomi Pembangunan Untuk Kegiatan  Sekretariat Pengelola  Hibah Millenium Challenge Corporation (MCC) TA 2016,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"319,4 Jt",Pascakualifikasi Satu File,Seleksi Umum,Kualitas,Jasa Konsultansi Perorangan,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Konsultansi Perorangan,"Rp 319.440.000,00","Rp 319.440.000,00",Arbain Nur Bawono,Perumahan Depok Maharaja Blok M5/26  - Depok (Kota) - Jawa Barat,14.252.485.9-412.000,0,tenaga ahli ekonomi pembangunan kegiatan sekretariat pengelola hibah millenium challenge corporation mcc ta 2016,319400000.0,0.0,289832398.9536491
2092,2550119,Pengadaan Alat Kesehatan di Lingkungan Sekretariat Jenderal,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,431 Jt,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan alat kesehatan lingkungan sekretariat jenderal,431000000.0,0.0,391101327.3294388
2093,2549119,Pekerjaan Pendistribusian Kartu Indonesia Sehat Paket V <span class='label label-warning'>Tender Ulang</span>,Badan Penyelenggara Jaminan Sosial Kesehatan,Tender Sudah Selesai,"53,1 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pekerjaan pendistribusian kartu indonesia sehat paket v span class='label label-warning tender ulang /span,53100000000.0,0.0,48184409469.12576
2094,2548119,Pekerjaan Pendistribusian Kartu Indonesia Sehat Paket I <span class='label label-warning'>Tender Ulang</span>,Badan Penyelenggara Jaminan Sosial Kesehatan,Tender Sudah Selesai,"43,4 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pekerjaan pendistribusian kartu indonesia sehat paket i span class='label label-warning tender ulang /span,43400000000.0,0.0,39382361035.029335
2095,2543119,Pengadaan Alat Pengolah Data dan Perangkat Lunak Berlisensi <span class='label label-warning'>Tender Ulang</span>,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"1,6 M",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 1.580.000.000,00","Rp 1.580.000.000,00",PT. Akas Karya Mandiri,"Villa pamulang Blok CH 8 No.39 RT.008/RW.017 Kel.Pondok Benda, Kec.Pamulang  - Tangerang Selatan (Kota) - Banten",03.326.631.3-072.000,"Rp 1.500.000.000,00",pengadaan alat pengolah data perangkat lunak berlisensi span class='label label-warning tender ulang /span,1600000000.0,1500000000.0,1451884277.7891002
2096,2538119,Pengadaan Upgrade Mesin Presensi HandKey,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"549,2 Jt",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 549.230.000,00","Rp 549.230.000,00",CV. Biometric Technology,Jl.R.A.A. MARTANEGARA NO. 38 Bandung  - Bandung (Kota) - Jawa Barat,02.789.428.6-429.000,"Rp 548.284.000,00",pengadaan upgrade mesin presensi handkey,549200000.0,548284000.0,498359278.3511086
2097,2534119,Renovasi Ruangan Untuk Operation Room KPU Tahun 2015,Komisi Pemilihan Umum,Tender Sudah Selesai,"1,1 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pekerjaan Konstruksi,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,renovasi ruangan operation room kpu tahun 2015,1100000000.0,0.0,998170440.9800065
2098,2533119,Pengadaan Peralatan/Mesin (Pengadaan Conference Wireless System) <span class='label label-warning'>Tender Ulang</span>,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"4,3 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan peralatan/mesin pengadaan conference wireless system span class='label label-warning tender ulang /span,4300000000.0,0.0,3901938996.558207
2099,2530119,Pengadaan Pengembangan Sistem Security,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"8,9 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 13.073.306.000,00","Rp 8.904.506.694,00",PT. Praweda Ciptakarsa Informatika,Jl Letjen S. Parman kav. 35 Gd Samudera Indonesia Lt 7 Kemanggisan Jak-Bar  - Jakarta Barat (Kota) - DKI Jakarta,01.339.073.7-031.000,"Rp 8.800.266.860,00",pengadaan pengembangan sistem security,8900000000.0,8800266860.0,8076106295.201869
2100,2528119,Pengadaan Penggantian Automatic Door Lobi Gedung Utama dan Acces Door Perlantai dan Tangga Darurat,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,"433,7 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan penggantian automatic door lobi gedung utama acces door perlantai tangga darurat,433700000.0,0.0,393551382.048208
2101,2527119,PENGADAAN PERANGKAT CCTV PADA UPT PEMASYARAKATAN <span class='label label-warning'>Tender Ulang</span>,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,"2,5 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan perangkat cctv upt pemasyarakatan span class='label label-warning tender ulang /span,2500000000.0,0.0,2268569184.0454693
2102,2521119,Cetak surat suara,Komisi Pemilihan Umum,Tender Sudah Selesai,"537,3 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,cetak surat suara,537300000.0,0.0,487560889.0350521
2103,2518119,PENGADAAN ROMPI ANTI SENJATA TAJAM DAN PELURU,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,"1,8 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan rompi anti senjata tajam peluru,1800000000.0,0.0,1633369812.5127375
2104,2517119,PELAKSANAAN ASSESMEN,Badan Kependudukan Dan Keluarga Berencana Nasional,Tender Sudah Selesai,"499,5 Jt",Pascakualifikasi Satu File,Seleksi Cepat,Harga Terendah Sistem Gugur,Jasa Konsultansi Badan Usaha,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pelaksanaan assesmen,499500000.0,0.0,453260122.9722847
2105,2516119,"Pengadaan Jasa Penayangan Iklan Layanan Masyarakat Pemilihan Gubernur dan Wakil Gubernur, Bupati dan Wakil Bupati, dan/atau Walikota dan Wakil Walikota Tahun 2015",Komisi Pemilihan Umum,Tender Sudah Selesai,"322,3 Jt",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Jasa Lainnya,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Lainnya,"Rp 322.300.000,00","Rp 322.300.000,00",PT. MEDIATAMA CIPTA CAKRAWALA,"JL. BUNCIT RAYA NO. 06 RT.004 RW.005, KALIBATA-JAKARTA SELATAN  - Jakarta Selatan (Kota) - DKI Jakarta",03.117.619.1-061.000,"Rp 247.216.200,00",pengadaan jasa penayangan iklan layanan masyarakat pemilihan gubernur wakil gubernur bupati wakil bupati dan/atau walikota wakil walikota tahun 2015,322300000.0,247216200.0,292463939.2071418
2106,2514119,Pengadaan Sapi Indukan,Kementerian Pertanian,Tender Sudah Selesai,"168,4 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan sapi indukan,168400000000.0,0.0,152810820237.3028
2107,2513119,Pengadaan Sapi Indukan,Kementerian Pertanian,Tender Sudah Selesai,"95,4 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan sapi indukan,95400000000.0,0.0,86568600063.1751
2108,2510119,Pekerjaan Pendistribusian Kartu Indonesia Sehat Paket IV,Badan Penyelenggara Jaminan Sosial Kesehatan,Tender Sudah Selesai,"47,2 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pekerjaan pendistribusian kartu indonesia sehat paket iv,47200000000.0,0.0,42830586194.77845
2109,2509119,Pekerjaan Pendistribusian Kartu Indonesia Sehat Paket III,Badan Penyelenggara Jaminan Sosial Kesehatan,Tender Sudah Selesai,"19,8 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pekerjaan pendistribusian kartu indonesia sehat paket iii,19800000000.0,0.0,17967067937.640114
2110,2508119,Pekerjaan Pendistribusian Kartu Indonesia Sehat Paket II,Badan Penyelenggara Jaminan Sosial Kesehatan,Tender Sudah Selesai,"8,3 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Jasa Lainnya,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pekerjaan pendistribusian kartu indonesia sehat paket ii,8300000000.000002,0.0,7531649691.030956
2111,2506119,Jasa Sosialisasi Gerakan Nasional Revolusi Mental Melalui Gelar Budaya TA. 2015,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Tender Sudah Selesai,3 M,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Jasa Lainnya,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Lainnya,"Rp 3.000.000.000,00","Rp 2.981.185.900,00",PT. PUSPA ARTHA GEMILANG,Graha Mustika Ratu  Lantai 5 Suite 505 Jl. Gatot Subroto Kav 74 - 75 Menteng Dalam Tebet  - Jakarta Selatan (Kota) - DKI Jakarta,02.145.525.8-015.000,"Rp 2.467.377.000,00",jasa sosialisasi gerakan nasional revolusi mental melalui gelar budaya ta 2015,3000000000.0,2467377000.0,2722283020.8545628
2112,2505119,Pengadaan Receiver FM + Antena Receiver FM Kantor Pusat LPP RRI Tahun Anggaran 2015 ,Lembaga Penyiaran Radio Republik Indonesia,Tender Sudah Selesai,"768,6 Jt",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 872.720.000,00","Rp 768.622.800,00",CV. KARYA PUTRI MANDIRI,"Jl. I Gusti Ngurah Rai Rt. 008/06 Ruko Citra Mall Klender Blok B3/14  Klender, Duren Sawit - JA  - Jakarta Timur (Kota) - DKI Jakarta",02.110.013.6-009.000,"Rp 762.575.000,00",pengadaan receiver fm antena receiver fm kantor pusat lpp rri tahun anggaran 2015,768600000.0,762575000.0,697448909.9429389
2113,2501119,Pengadaan Peralatan Optimod Kantor Pusat LPP RRI Tahun Anggaran 2015,Lembaga Penyiaran Radio Republik Indonesia,Tender Sudah Selesai,"803,4 Jt",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 849.550.000,00","Rp 803.401.500,00",CV. KARYA PUTRI MANDIRI,"Jl. I Gusti Ngurah Rai Rt. 008/06 Ruko Citra Mall Klender Blok B3/14  Klender, Duren Sawit - JA  - Jakarta Timur (Kota) - DKI Jakarta",02.110.013.6-009.000,"Rp 797.720.000,00",pengadaan peralatan optimod kantor pusat lpp rri tahun anggaran 2015,803400000.0,797720000.0,729027392.9848517
2114,2499119,PENGADAAN GELANG PEMANTAU PERGERAKAN NARAPIDANA (GELANG DAN PERANGKAT PENDUKUNG,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,"10,8 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan gelang pemantau pergerakan narapidana gelang perangkat pendukung,10800000000.0,0.0,9800218875.076427
2115,2497119,PENGADAAN MODAL PERALATAN DAN MESIN MEUBELAIR HAYAM WURUK,Komisi Nasional Hak Asasi Manusia,Tender Sudah Selesai,"170,3 Jt",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 176.430.000,00","Rp 170.280.000,00",CV. BERKAH RESTU MANDIRI,Jl. Kota Batu RT. 002 RW. 010 Kota Batu Kecamatan Ciomas Kabupaten Bogor  - Bogor (Kab.) - Jawa Barat,02.548.634.1-434.000,"Rp 156.244.000,00",pengadaan modal peralatan mesin meubelair hayam wuruk,170300000.0,156244000.0,154534932.81717733
2116,2493119,"Pengadaan Formulir Model C, D, DA",Komisi Pemilihan Umum,Tender Sudah Selesai,"310,8 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan formulir model c d da,310800000.0,0.0,282028520.96053267
2117,2492119,Pengadaan Surat Suara,Komisi Pemilihan Umum,Tender Sudah Selesai,"636,6 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan surat suara,636600000.0,0.0,577668457.0253383
2118,2490119,Pengadaan Komputer Ombudsman RI,Ombudsman Republik Indonesia,Tender Sudah Selesai,"863,5 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan komputer ombudsman ri,863500000.0,0.0,783563796.169305
2119,2488119,Pengadaan Peralatan/Mesin (Pengadaan Sound System),Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"2,9 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan peralatan/mesin pengadaan sound system,2900000000.0,0.0,2631540253.492744
2120,2486119,Pengadaan kendaraan Sepeda Motor Roda Dua Perhutani Tahun 2015,Kementerian Badan Usaha Milik Negara,Tender Sudah Selesai,"53,3 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang,1,"Rp 52.485.550.000,00",0.0,0.0,0,Pengadaan Barang,"Rp 53.270.000.000,00","Rp 53.264.768.000,00",PT. KARYA SEMESTA INVESTAMA,Griya Utama Raya Kav.6-8 Sunter Kemayoran Jakarta  - Jakarta Utara (Kota) - DKI Jakarta,02.262.208.8-063.000,"Rp 52.812.300.000,00",pengadaan kendaraan sepeda motor roda perhutani tahun 2015,53300000000.0,52812300000.0,48365895003.8494
2121,2484119,Pengadaan Laptop Dan Printer ERP Modul Produksi Perhutani 2015,Kementerian Badan Usaha Milik Negara,Tender Sudah Selesai,"2,6 M",Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 2.639.135.400,00","Rp 2.639.135.400,00",PT. Graha Fatta,Jl. Sultan Iskandar Muda Kav.30 Kebayoran Lama  - Jakarta Selatan (Kota) - DKI Jakarta,01.945.359.6-062.000,"Rp 2.586.285.900,00",pengadaan laptop printer erp modul produksi perhutani 2015,2600000000.0,2586285900.0,2359311951.407288
2122,2483119,Backup Server Pendataan Keluarga Tahun 2015,Badan Kependudukan Dan Keluarga Berencana Nasional,Tender Sudah Selesai,"1,2 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,backup server pendataan keluarga tahun 2015,1200000000.0,0.0,1088913208.341825
2123,2480119,Pengadaan Horizontal Blind,Kementerian Koordinator Bidang Kesejahteraan Rakyat,Tender Sudah Selesai,"436,3 Jt",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 500.000.000,00","Rp 436.327.100,00",PT. Soraton Jaya Indonesia,Jln. Danau Sunter Selatan Komp Royal Sunter F-56  - Jakarta Utara (Kota) - DKI Jakarta,01.770.547.6-048.000,0,pengadaan horizontal blind,436300000.0,0.0,395910693.99961525
2124,2477119,Pengadaan Lansia Kit,Badan Kependudukan Dan Keluarga Berencana Nasional,Tender Sudah Selesai,"3,6 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan lansia kit,3600000000.0,0.0,3266739625.025475
2125,2476119,Pelatihan Penguatan Kapasitas Pengendalian KLB rabies Tahun Anggaran 2015 <span class='label label-warning'>Tender Ulang</span>,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Tender Sudah Selesai,610 Jt,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Jasa Lainnya,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Lainnya,"Rp 610.000.000,00","Rp 610.000.000,00",PT. Gemini Mitra Gemilang,"Gedung SME Tower Lantai 10 Jl. Gatot Subroto Kav. 94, Jakarta 12780  - Jakarta Selatan (Kota) - DKI Jakarta",01.983.473.8-061.000,"Rp 546.210.500,00",pelatihan penguatan kapasitas pengendalian klb rabies tahun anggaran 2015 span class='label label-warning tender ulang /span,610000000.0,546210500.0,553530880.9070944
2126,2474119,Pengadaan Perangkat Pengolah Data dan Komunikasi,Komisi Nasional Hak Asasi Manusia,Tender Sudah Selesai,"245,5 Jt",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 249.930.000,00","Rp 245.500.000,00",CV. CIPTA SUKSES TEKNOLOGHY,"KP. DUREN BARU NO.82 SUSUKAN, BOJONG GEDE  - Bogor (Kab.) - Jawa Barat",31.793.233.3-403.000,"Rp 202.400.000,00",pengadaan perangkat pengolah data komunikasi,245500000.0,202400000.0,222773493.87326503
2127,2473119,Pengadaan Sound System,Kementerian Koordinator Bidang Kesejahteraan Rakyat,Tender Sudah Selesai,"997,7 Jt",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 1.000.000.000,00","Rp 997.744.000,00",PT. PASUKAN PENGIBAR SUARA,JL. BINTARO RAYA NO.9  RT.OO2 RW.O1O  - Jakarta Selatan (Kota) - DKI Jakarta,31.465.556.4-013.000,"Rp 996.050.000,00",pengadaan sound system,997700000.0,996050000.0,905340589.9688659
2128,2472119,Pengadaan Seminar Kit untuk Sosialisasi Peraturan Perundang-undangan di bidang Pengadaan Barang Jasa Pemerintah <span class='label label-warning'>Tender Ulang</span>,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,504 Jt,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan seminar kit sosialisasi peraturan perundang-undangan bidang pengadaan barang jasa pemerintah span class='label label-warning tender ulang /span,504000000.0,0.0,457343547.5035665
2129,2471119,pengembangan Infrastruktur Sistem Email Data Center Bappenas,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"1,6 M",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 1.573.000.000,00","Rp 1.573.000.000,00",PT. Firmusindo Infotama,"Gd. Thamrin City Lt. 3A Blok A11 no. 05, Tanah Abang  - Jakarta Pusat (Kota) - DKI Jakarta",03.084.349.4-072.000,"Rp 1.570.640.500,00",pengembangan infrastruktur sistem email data center bappenas,1600000000.0,1570640500.0,1451884277.7891002
2130,2470119,Persewaan Power dan Tower untuk Telekomunikasi <span class='label label-warning'>Tender Ulang</span>,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,0 Jt,Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,Jasa Lainnya,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Jasa Lainnya,"Rp 0,00","Rp 0,00",PT. Surya Energi Indotama,Jl. Soekarno Hatta No. 442 Gd. C Lt. 2 Pasir Luyu Regol  - Bandung (Kota) - Jawa Barat,21.020.914.4-051.000,"Rp 39.380.000,00",persewaan power tower telekomunikasi span class='label label-warning tender ulang /span,0.0,39380000.0,0.0
2131,2469119,Pengadaan Meubelair Gedung Kantor Bappenas (Gedung Gudang Arsip),Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"2,4 M",Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 2.368.143.000,00","Rp 2.368.143.000,00",PT.SUMBER BERKAT USAHA MANDIRI,Jl.Pelangi E no.9 Jaka Mulya - Bekasi  - Bekasi (Kota) - Jawa Barat,31.189.245.9-432.000,"Rp 2.301.596.000,00",pengadaan meubelair gedung kantor bappenas gedung gudang arsip,2400000000.0,2301596000.0,2177826416.68365
2132,2467119,Pengadaan Enterprise Infrastructure Resouces Planning (ERP) - Indonesia Climate Change trust Fund (ICCTF),Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,539 Jt,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,Pengadaan Barang,1,Nilai Kontrak belum dibuat,0.0,0.0,0,Pengadaan Barang,"Rp 539.000.000,00","Rp 539.000.000,00",CV. PROFESSIONALISME,"Komp. Pondok Surya Blok L/18 Karang Tengah, Karang Tengah, Kota Tangerang  - Tangerang (Kota) - Banten",03.323.157.2-416.000,0,pengadaan enterprise infrastructure resouces planning erp indonesia climate change trust fund icctf,539000000.0,0.0,489103516.0802031
2133,2466119,PENGADAAN HAND METAL DETECTOR,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,3 M,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan hand metal detector,3000000000.0,0.0,2722283020.8545628
2134,2464119,Pengadaan Pembangunan SIM Logistik Gudang BKKBN,Badan Kependudukan Dan Keluarga Berencana Nasional,Tender Sudah Selesai,"343,9 Jt",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan pembangunan sim logistik gudang bkkbn,343900000.0,0.0,312064376.9572947
2135,2463119,PENGADAAN WALK TROUGH METAL DETECTOR,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,"7,4 M",Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,Pengadaan Barang,2,Nilai Kontrak belum dibuat,0.0,0.0,0,,,,,,,0,pengadaan walk trough metal detector,7400000000.0,0.0,6714964784.774589
