Kode,Nama Paket,Instansi,Tahap,HPS
3080119,Jasa Konsultansi Pendampingan Hukum Pelaksanaan Transaksi Proyek Kerjasama Pemerintah dengan Badan Usaha Paket Tahun 2016 spse 3  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"1,7 M"
3079119,"Pengadaan Jasa Konsultansi Badan Usaha
Renovasi Gedung Kantor Kementerian Koordinator 
Bidang Kemaritiman spse 3  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Kemaritiman,Tender Sudah Selesai,596 Jt
3075119,Pencetakan Buku - buku Bappenas Tender Ulang spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"853,2 Jt"
3073119,Pengadaan Jasa Konsultansi Badan Usaha Konsultan Hukum Penyusunan Pedoman Teknis Kerjasama Pemerintah dan Swasta Pengadaan Tanah dalam Pembangunan Kawasan Ekonomi Khusus spse 3  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tidak Ada Jadwal,"499,9 Jt"
3070119,Tenaga Ahli Komunikasi Publik Pada Sekretariat Nasional Open Government Indonesia TA. 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,112 Jt
3069119,Tenaga Ahli Kebijakan Publik Pada Sekretariat Nasional Open Government Indonesia TA. 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,136 Jt
3068119,Tenaga Ahli Bidang Desain Grafis Pada Sekretariat Nasional Open Government Indonesia TA. 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,80 Jt
3067119,Kepala Sekretariat Pada Sekretariat Nasional Open Government Indonesia TA. 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,160 Jt
3064119,Pengiriman Kartu Indonesia Pintar (PIP) Tahap I Jenjang SD spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Pendidikan dan Kebudayaan,Tender Sudah Selesai,"25,6 M"
3063119,Pengiriman KIP spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Pendidikan dan Kebudayaan,Tender Sudah Selesai,"5,3 M"
3062119,PENGIRIMAN KARTU INDONESIA PINTAR (KIP) spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Pendidikan dan Kebudayaan,Tender Sudah Selesai,"5,7 M"
3061119,Pengiriman Kartu Indonesia Pintar (KIP) spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Pendidikan dan Kebudayaan,Tender Sudah Selesai,"15,2 M"
3060119,Pengadaan Perangkat Pendukung IT Tahun 2016 spse 3  Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"407,9 Jt"
3059119,Tenaga Ahli Project Officer Pada Sekretariat Indonesia Climate Change Trust Fund TA. 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"70,4 Jt"
3058119,Tenaga Ahli Communication Management Officer Pada Sekretariat Rencana Aksi Nasional Adaptasi Perubahan Iklim (RAN API) TA. 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,56 Jt
3057119,Tenaga Ahli Communication Manager Pada Sekretariat Rencana Aksi nasional Penurunan Emisi Gas Rumah Kaca (RAN-GRK) TA. 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,124 Jt
3056119,Tenaga Ahli Pilot Project Officer Pada Sekretariat Rencana Aksi Nasional Adaptasi Perubahan Iklim TA. 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"56,4 Jt"
3054119,Pengadaan Pengembangan Sistem Informasi Kepegawaian spse 3  Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Dua File Sistem NilaiNilai Kontrak : Nilai Kontrak belum dibuat,Sekretariat Kabinet,Tender Sudah Selesai,437 Jt
3049119,Tenaga Ahli Bidang Keuangan (2)  Direktorat Pengembangan Kerjasama Pemerintah dan Swasta TA. 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,136 Jt
3047119,Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Bidang Pertanahan Tahun Anggaran 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,100 Jt
3046119,"Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Bidang Perumahan Tahun Anggaran 2016
 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,100 Jt
3041119,"COMMUNICATION OFFICER PADA SEKRETARIATINDONESIA CLIMATE CHANGE TRUST FUND TAHUN 2016
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,56 Jt
3040119,Pengadaan Bahan Komputer spse 3  Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Sekretariat Kabinet,Tender Sudah Selesai,"898,4 Jt"
3039119,Pengadaan meubelair gedung gudang arsip spse 3  Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"2,5 M"
3038119,Pelelangan tas dan kelengkapannya spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Majelis Permusyawaratan Rakyat,Tender Sudah Selesai,"5,5 M"
3036119,Tenaga Ahli Bidang Management Keuangan Rancangan Rencana Pembangunan Nasional Terkait Lingkup Pengembangan Kerjasama Pemerintah Dan Swasta Kegiatan Direktorat Pengembangan KPS TA. 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,153 Jt
3035119,"Tenaga Ahli Bidang Public Private Partnership (PPP) 
Kerjasama Pemerintah dengan Badan Usaha (KPBU)
Direktorat Pengembangan Kerjasama Pemerintah dan Swasta
Tahun Anggaran 2016
 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,136 Jt
3032119,Tenaga Ahli Bidang Hukum Rancangan Rencana Pembangunan Nasional Terkait Lingkup Pengembangan Kerjasama Pemerintah Dan Swasta Direktorat Pengembangan Kerjasama Pemerintah Dan Swasta (PKPS) TA. 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,153 Jt
3029119,Pengadaan Jasa Konsultansi KAP KPPIP Seleksi Ulang spse 3  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu AnggaranNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,150 Jt
3028119,Tenaga Ahli Mekanikal/Plumbing Kementerian PPN/Bappenas Tahun Anggaran 2016  spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,98 Jt
3027119,Belanja Jasa Konsultan Tenaga Ahli Pengawas Arsitektur Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,98 Jt
3026119,Pengadaan Penataan Ruang Kantor Sekretariat DN KEK Tender Ulang spse 3  Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"511,3 Jt"
3024119,Tenaga Ahli Bidang Kerjasama Pemerintah dan Swasta (KPS) Direktorat Pengembangan Kerjasama Pemerintah dan Swasta TA. 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,136 Jt
3023119,Tenaga Ahli Administrasi Pemerintahan Kegiatan Kajian Analisis  Kebijakan Inovasi Kepala Daerah Dalam Mendukung Implementasi UU No. 23 Tahun 2014 Tentang Pemerintah Daerah TA. 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,80 Jt
3022119,Pengadaan Bahan Keperluan Perkantoran dan Barang Persediaan Kantor LAN Jakarta TA 2016 Tender Ulang spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Administrasi Negara,Tender Sudah Selesai,"699,6 Jt"
3021119,"Tenaga Ahli Kebijakan Publik Kegiatan Koordinasi Strategis Penyusunan Kebijakan, Perencanaan, Pemantauan, dan Evaluasi Daba Alokasi Khusus (DAK) Tahun 2016  spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,80 Jt
3020119,Pengadaan Jasa Lainnya Event Organizer (EO) Kegiatan Rapat Koordinasi Unit Layanan Pengadaan (Rakor ULP) Tahun 2016 spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"1,4 M"
3017119,Penyebarluasan Informasi Infrastruktur Melalui Media Majalah Kerjasama Pemerintah Dengan Badan Usaha (KPBU) Kegiatan Rancangan Rencana Pembangunan Nasional Terkait Lingkup PKPS TA.2016 spse 3  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,950 Jt
3016119,Pengadaan ATK Setditjen Aptika spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Komunikasi Dan Informatika,Tender Sudah Selesai,"253,3 Jt"
3015119,Tenaga Ahli kegiatan Koordinasi Strategis G-20 Development Working Group (DWG) spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,81 Jt
3013119,Tenaga Ahli Resilience & Adaptation Window Coordinator Pada Satuan Kerja Majelis Wali Amanat Dana Perwalian Perubahan Iklim Tahun 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,135 Jt
3012119,PELAKSANAAN ASSESSMENT DALAM RANGKA PENYEDIAAN PROFIL KOMPETENSI KEKUATAN SDM PEGAWAI YANG KOMPREHENSIF DAN UP TO DATE spse 4  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Badan Kependudukan Dan Keluarga Berencana Nasional,Tender Sudah Selesai,"671,7 Jt"
3010119,Sewa Mesin FotoCopy dan Sewa Mesin Fotocopy Berwarna spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,"1,2 M"
3004119,Tenaga Ahli/Konsultan Asisten Manager Bidang Lingkungan/Sumber Daya Alam Kegiatan Persiapan Pelaksanaan Sustainable Development Goals (SDGs) Tahun Anggaran 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,135 Jt
3003119,"Tenaga Ahli Bidang Perencanaan dan Kebijakan Penanggulangan Bencana
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"91,8 Jt"
3002119,Tenaga Ahli Bidang Pembangunan Infrastruktur Daerah Tertinggal Koordinasi Strategis Percepatan Pelaksanaan Program Pembangunan Daerah tertinggal   Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"75,6 Jt"
2998119,Seminar Kit Kegiatan Peningkatan Kapasitas Stakeholder Pengadaan Terkait Penanganan Permasalahan Hukum Direktorat Penanganan Permasalahan Hukum spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"250,3 Jt"
2997119,Pengadaan Jasa Konsultansi Badan Usaha Pengembangan Strategi Infrastruktur dalam Pelaksanaan Program Management Office (PMO) Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) TA 2016 spse 3  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Umum - Prakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,12 M
2993119,Pengadaan Rak Besi spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,"424,6 Jt"
2991119,Pengadaan Jasa Konsultansi Studi Kelembagaan Pendanaan dalam Pengadaan Infrastruktur spse 3  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"854,8 Jt"
2990119,Pengadaan Jasa Konsultansi Badan Usaha Analisa Beban Kerja 2016 Seleksi Ulang spse 3  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu AnggaranNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,180 Jt
2989119,Pengadaan ATK TA 2016 Di Lingkungan Sekretariat Kabinet spse 3  Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Sekretariat Kabinet,Tender Sudah Selesai,"418,4 Jt"
2988119,Pencetakan buku materi sosialisasi spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Majelis Permusyawaratan Rakyat,Tender Sudah Selesai,"12,8 M"
2985119,Pengadaan Jasa Konsultansi Studi Skema Pembiayaan dalam Proyek Kerja Sama Pemerintah dengan Badan Usaha di Indonesia spse 3  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Umum - Prakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tidak Ada Jadwal,"879,8 Jt"
2980119,Pengadaan Tenaga Ahli Komunikasi KPPIP spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,90 Jt
2972119,Pekerjaan Pengadaan Peralatan/Mesin (Pengadaan Swing Barrier Gate dan Access Control System) Tender Ulang spse 3  Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"1,5 M"
2971119,Pengadaan Mebeulair Kantor spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Pemerintah Daerah Kota Bandung,Tender Sudah Selesai,"2,5 M"
2970119,Pengadaan Tenaga Ahli/Konsultan Individu Kajian Kerangka Kelembagaan dalam Kerjasama Pembangunan dan Kerjasama Kemitraan Strategis Bilateral spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,72 Jt
2967119,Pengadaan AC Kering spse 3  Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Nasional Hak Asasi Manusia,Tender Sudah Selesai,"582,5 Jt"
2964119,Tenaga Ahli Kerjasama Pemerintah Dengan Badan Usaha  (KPBU) Rancangan Rencana Pembangunan Nasional Terkait Lingkup Pengembangan Kerjasama Pemerintah Dan Swasta Tahun Anggaran 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,153 Jt
2962119,Tenaga Ahli Bidang Komunikasi  Rancangan Rencana Pembangunan Nasional Terkait Lingkup Pengembangan Kerjasama Pemerintah Dan Swasta Kegiatan Direktorat Pengembangan Kerjasama Pemerintah Dan Swasta  spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,72 Jt
2960119,Pengadaan Perangkat Video Conference Kampus STIA LAN Jakarta spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Administrasi Negara,Tender Sudah Selesai,"199,7 Jt"
2958119,"Pengadaan Jasa Lainnya Sewa Peralatan Kantor Sekretariat Dewan Nasional Kawasan Ekonomi Khusus Tahun Anggaran 2016
 spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"399,6 Jt"
2950119,Pengadaan Jasa Konsultansi Badan Usaha Asesmen Seleksi Terbuka Pelaksana dan Asesmen Pejabat Eselon III di Lingkungan Kementerian Koordinator Bidang Perekonomian Tahun Anggaran 2016 spse 3  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tidak Ada Jadwal,"336,2 Jt"
2945119,Pengadaan Tenaga Ahli Legal KPPIP spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,440 Jt
2944119,Tenaga Ahli  Pengawas Mekanikal Elektrikal Kementerian PPN/Bappenas Tahun Anggaran 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,98 Jt
2943119,Pengadaan Konsumsi Diklat Kepemimpinan Tingkat II Angkatan XLII Kelas C Kedeputian Bidang Pendidikan dan Pelatihan Aparatur spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Administrasi Negara,Tender Sudah Selesai,"226,7 Jt"
2932119,Lelang Katalog Obat Nama Dagang Tahun 2016 spse 3  Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,0 Jt
2931119,Lelang Katalog Obat Generik Tahun 2016 spse 3  Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,0 Jt
2927119,Tenaga Ahli Audio Visual 1 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"108,9 Jt"
2923119,Tenaga Ahli Audio Visual 2 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"108,9 Jt"
2921119,"Bahan Praktikum PSPD spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 638.000.000,00","Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Tender Sudah Selesai,"696,7 Jt"
2914119,Tenaga Ahli Bidang Perencanaan dan Pengembangan Daya Saing Kawasan Kegiatan Koordinasi Strategis Percepatan Pelaksanaan Program Pembangunan Kawasan Perbatasan dan Kawasan Strategis Nasional  Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,72 Jt
2909119,Tenaga Ahli MudaPerumahan dan Permukiman Dukungan Operasional Kelompok Kerja Perumahan dan Kawasan Permukiman (Pokja PKP)Nasional Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,65 Jt
2908119,Tenaga Ahli Muda Teknik Lingkungan Koordinasi dan Kolaborasi Multipihak Implementasi RPJMN 2015 - 2019 Bidang Permukiman dan Perumahan Tahun 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,65 Jt
2907119,Tenaga Ahli Muda Perumahan Pemantauan dan Evaluasi Konsistensi dan Keberlanjutan Perencanaan Pembangunan Bidang Permukiman dan Perumahan Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,65 Jt
